EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Type of parameter,Description,Parameters / Conditions,Region / Regional Conditions,Value,Unit,Equation
131005,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,5.735,million m^3/mine/year,EQUATION 4.1.10
131006,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,2.397,million m^3/mine/year,EQUATION 4.1.10
131007,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.762,million m^3/mine/year,EQUATION 4.1.10
131008,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.454,million m^3/mine/year,EQUATION 4.1.10
131009,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.265,million m^3/mine/year,EQUATION 4.1.10
131010,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.133,million m^3/mine/year,EQUATION 4.1.10
131011,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.035,million m^3/mine/year,EQUATION 4.1.10
131012,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.959,million m^3/mine/year,EQUATION 4.1.10
131013,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.896,million m^3/mine/year,EQUATION 4.1.10
131014,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.845,million m^3/mine/year,EQUATION 4.1.10
131015,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.801,million m^3/mine/year,EQUATION 4.1.10
131016,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.763,million m^3/mine/year,EQUATION 4.1.10
131017,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.73,million m^3/mine/year,EQUATION 4.1.10
131018,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.701,million m^3/mine/year,EQUATION 4.1.10
131019,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.675,million m^3/mine/year,EQUATION 4.1.10
131020,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.652,million m^3/mine/year,EQUATION 4.1.10
131021,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.625,million m^3/mine/year,EQUATION 4.1.10
131022,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.604,million m^3/mine/year,EQUATION 4.1.10
131023,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.586,million m^3/mine/year,EQUATION 4.1.10
131024,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.569,million m^3/mine/year,EQUATION 4.1.10
131025,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.555,million m^3/mine/year,EQUATION 4.1.10
131026,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.542,million m^3/mine/year,EQUATION 4.1.10
131027,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.529,million m^3/mine/year,EQUATION 4.1.10
131028,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.518,million m^3/mine/year,EQUATION 4.1.10
131029,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.507,million m^3/mine/year,EQUATION 4.1.10
131030,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.496,million m^3/mine/year,EQUATION 4.1.10
131031,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.487,million m^3/mine/year,EQUATION 4.1.10
131032,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.478,million m^3/mine/year,EQUATION 4.1.10
131033,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.469,million m^3/mine/year,EQUATION 4.1.10
131034,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.439,million m^3/mine/year,EQUATION 4.1.10
131035,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.432,million m^3/mine/year,EQUATION 4.1.10
131036,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.425,million m^3/mine/year,EQUATION 4.1.10
131037,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.419,million m^3/mine/year,EQUATION 4.1.10
131038,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.413,million m^3/mine/year,EQUATION 4.1.10
131039,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.408,million m^3/mine/year,EQUATION 4.1.10
131040,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.402,million m^3/mine/year,EQUATION 4.1.10
131041,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.397,million m^3/mine/year,EQUATION 4.1.10
131042,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.392,million m^3/mine/year,EQUATION 4.1.10
131043,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.387,million m^3/mine/year,EQUATION 4.1.10
131044,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.382,million m^3/mine/year,EQUATION 4.1.10
131045,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.378,million m^3/mine/year,EQUATION 4.1.10
131046,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.373,million m^3/mine/year,EQUATION 4.1.10
131047,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.369,million m^3/mine/year,EQUATION 4.1.10
131048,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.365,million m^3/mine/year,EQUATION 4.1.10
131049,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.361,million m^3/mine/year,EQUATION 4.1.10
131050,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.357,million m^3/mine/year,EQUATION 4.1.10
131051,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.353,million m^3/mine/year,EQUATION 4.1.10
131052,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.35,million m^3/mine/year,EQUATION 4.1.10
131053,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.346,million m^3/mine/year,EQUATION 4.1.10
131054,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.343,million m^3/mine/year,EQUATION 4.1.10
131055,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,5.735,million m^3/mine/year,EQUATION 4.1.10
131056,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,2.397,million m^3/mine/year,EQUATION 4.1.10
131057,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.762,million m^3/mine/year,EQUATION 4.1.10
131058,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.454,million m^3/mine/year,EQUATION 4.1.10
131059,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.265,million m^3/mine/year,EQUATION 4.1.10
131060,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.133,million m^3/mine/year,EQUATION 4.1.10
131061,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,1.035,million m^3/mine/year,EQUATION 4.1.10
131062,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.959,million m^3/mine/year,EQUATION 4.1.10
131063,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.896,million m^3/mine/year,EQUATION 4.1.10
131064,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.845,million m^3/mine/year,EQUATION 4.1.10
131065,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.801,million m^3/mine/year,EQUATION 4.1.10
131066,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.763,million m^3/mine/year,EQUATION 4.1.10
131067,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.73,million m^3/mine/year,EQUATION 4.1.10
131068,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.701,million m^3/mine/year,EQUATION 4.1.10
131069,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.675,million m^3/mine/year,EQUATION 4.1.10
131070,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.652,million m^3/mine/year,EQUATION 4.1.10
131071,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.625,million m^3/mine/year,EQUATION 4.1.10
131072,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.604,million m^3/mine/year,EQUATION 4.1.10
131073,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.586,million m^3/mine/year,EQUATION 4.1.10
131074,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.569,million m^3/mine/year,EQUATION 4.1.10
131075,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.555,million m^3/mine/year,EQUATION 4.1.10
131076,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.542,million m^3/mine/year,EQUATION 4.1.10
131077,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.529,million m^3/mine/year,EQUATION 4.1.10
131078,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.518,million m^3/mine/year,EQUATION 4.1.10
131079,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 1 CH4 emission factor for abandoned underground mines,,,0.507,million m^3/mine/year,EQUATION 4.1.10
131080,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,Tier 2 default CH4 emission factor for abandoned coal mines prior to abandonment,,,1.3-38.8,million m^3/mine/year,EQUATION 4.1.11
131081,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,1.72,No dimension,EQUATION 4.1.12
131082,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,3.72,No dimension,EQUATION 4.1.12
131083,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,0.27,No dimension,EQUATION 4.1.12
131084,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,-0.58,No dimension,EQUATION 4.1.12
131085,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,-0.42,No dimension,EQUATION 4.1.12
131086,"1B1a1 - Underground Mines
","1.B.1.a.i.3 - Abandoned underground mines
","METHANE
",2019 Refinement default,,,,-1.00,No dimension,EQUATION 4.1.12
131338,"1B1a - Coal Mining
",,"METHANE
",2019 Refinement default,Fugitive Emission Factor from Coal Exploration Boreholes,,,0.01,m3/tonne of coal,EQUATION 4AP.1.1 (NEW)
131339,"1B1a - Coal Mining
",,"METHANE
",2019 Refinement default,Fugitive Emission Factor from Coal Exploration Boreholes,,,0.03,m3/tonne of coal,EQUATION 4AP.1.1 (NEW)
131340,"1B1a - Coal Mining
",,"METHANE
",2019 Refinement default,Fugitive Emission Factor from Coal Exploration Boreholes,for depth > 1200 m,,0.05,m3/tonne of coal,EQUATION 4AP.1.1 (NEW)
